,time stamp,num_devide,accuracy,legend
0,2020/07/07 13:25:32,1,0.8605,cifar10
1,2020/07/07 13:25:34,2,0.5831,cifar10
2,2020/07/07 13:25:36,3,0.46299999999999997,cifar10
3,2020/07/07 13:25:38,4,0.3705,cifar10
4,2020/07/07 13:25:41,5,0.3099,cifar10
5,2020/07/07 13:25:43,6,0.2674,cifar10
6,2020/07/07 13:25:45,7,0.2535,cifar10
7,2020/07/07 13:25:47,8,0.2409,cifar10
8,2020/07/07 13:25:49,9,0.2279,cifar10
9,2020/07/07 13:25:52,10,0.2243,cifar10
