,time stamp,corruption_type,accuracy
0,2020/07/08 10:31:31,gaussian_noise,42.99127450281261
1,2020/07/08 10:31:41,shot_noise,49.67300010214046
2,2020/07/08 10:31:51,speckle_noise,49.720079655549966
3,2020/07/08 10:32:01,impulse_noise,40.48816093133421
4,2020/07/08 10:32:12,defocus_blur,65.0894135455696
5,2020/07/08 10:32:22,gaussian_blur,59.2247365056252
6,2020/07/08 10:32:32,motion_blur,57.86243742339465
7,2020/07/08 10:32:42,zoom_blur,59.16475895472935
8,2020/07/08 10:32:53,snow,61.1297290568449
9,2020/07/08 10:33:03,fog,64.37186385174186
10,2020/07/08 10:33:14,brightness,74.09153747558594
11,2020/07/08 10:33:24,contrast,52.27809431114975
12,2020/07/08 10:33:35,elastic_transform,66.43396385348575
13,2020/07/08 10:33:45,pixelate,68.76692160781549
14,2020/07/08 10:33:55,jpeg_compression,73.66233125024912
15,2020/07/08 10:34:06,spatter,65.85385482165279
16,2020/07/08 10:34:16,saturate,72.62928834253428
17,2020/07/08 10:34:26,frost,60.72868783133371
